LYCOPUS EUR,LYCOPUS EUROPAEUS
LYCOPUS VIR,LYCOPUS VIRGINICUS
LYSSINUM,LYSSINUM
MAGNESIA CARB,MAGNESIA CARBONICA
MAGNESIUM MET,MAGNESIUM METALLICUM
MAGNESIUM OXY,MAGNESIUM OXYDATUM
MAGNESIUM PHOS,MAGNESIUM PHOSPHORICUM
MAGNESIA SUL,MAGNESIA SULPHURICA
MAGNOLIA GLA,MAGNOLIA GLAUCA
MAGNOLIA GRA,MAGNOLIA GRANDIFLORA
,
MALVA,MALVA
MANDRAGORA OFF,MANDRAGORA OFFICINARUM
MANGANUM ACE,MANGANUM ACETICUM
MANGANUM CARB,MANGANUM CARBONICUM
MANGANUM MET,MANGANUM METALLICUM
MANGANUM OXY,MANGANUM OXYDATUM NIGRUM
MANGANUM SUL,MANGANUM SULPHURICUM
MANGIFERA IND,MANGIFERA INDICA
MARRUBINUM VUL,MARRUBINUM VULGARE(ALBUM)
MATICO,MATICO
MEDORRHINUM,MEDORRHINUM
MELILOTUS ALB,MELILOTUS ALBA
MELILOTUS OFF,MELILOTUS OFFICINALIS
MELISSA,MELISSA
MENISPERMUM CAN,MENISPERMUM CANADENSE
MENTHA PIP,MENTHA PIPERITA
MENTHA PUL,MENTHA PULEGIUM
MENTHA VIR,MENTHA VIRIDIS
MENTHOLUM,MENTHOLUM
MENYANTHES TRI,MENYANTHES TRIFOLIATA
MEPHITIS PUT[MEP],MEPHITIS PUTORIUS(MEPHITICA)
MERC PRA ALB..,MERCURIUS PRECIPITATUS ALBUS
MERC AUR,MERCURIUS AURATUS
MERC CYA,MERCURIUS CYANATUS
MERC DUL,MERCURIUS DULCIS
MERC IOD FLA,MERCURIUS IODATUS FLAVUS
MERC IOD RUB,MERCURIUS IODATUS RUBER
MERC PRA ALB,MERCURIUS PRAECIPITATUS ALBUS
MERC PRA RUB,MERCURIUS PRAECIPITATUS RUBER
MERC SOL,MERCURIUS SOLUBILIS
MERC SUL,MERCURIUS SULPHURICUS
MERC VIV,MERCURIUS VIVUS
METHYLENE BLU,METHYLENE BLUE
MEZEREUM,MEZEREUM
MICA,MICA
MILLEFOLIUM,MILLEFOLIUM
MIMOSA HUM,MIMOSA HUMILIS
MIMOSA PUD,MIMOSA PUDICA
MITCHELLA REP,MITCHELLA REPENS
MOMORDICA BAL,MOMORDICA BALSAMINA
MONOTROPA UNI,MONOTROPA UNIFLORA
MORBILINUM,MORBILINUM
MORPHINUM MUR,MORPHINUM MURIATICUM
MOSCHUS,MOSCHUS
MUIRA PUA,MUIRA PUAMA
MUREX PUR,MUREX PURPUREA
MYGALE,MYGALE
MYOSOTIS ARV,MYOSOTIS ARVENSIS
MYRICA CER,MYRICA CERIFERA
MYRISTICA SEB,MYRISTICA SEBIFERA
MYRRHA,MYRRHA
MYRRHIS ODO,MYRRHIS ODORATA
MYRTILLOCACTUS G,MYRTILLOCACTUS GEOMETRIZANS
MYRTUS COM,MYRTUS COMMUNIS
NAJA TRI,NAJA TRIPUDIANS
NAPHTHALINUM,NAPHTHALINUM
NARCISSUS POE,NARCISSUS POETICUS
NARCISSUS PSE NA,NARCISSUS PSEUDONARCISSUS
NASTURTIUM OFF,NASTURTIUM OFFICINALE
NATRUM ACE,NATRUM ACETICUM
NATRUM ARS IC,NATRUM ARSENICUM
NATRUM BEN,NATRUM BENZOICUM
NATRUM BICARB,NATRUM BICARBONICUM
NATRUM BICHRO,NATRUM BICHROMICUM
NATRUM BROM,NATRUM BROMATUM
NATRUM CAU,NATRUM CAUSTICUM
NATRUM FLUOR,NATRUM FLUORICUM
NATRUM HYPOC,NATRUM HYPOCHLOROSUM
NATRUM IOD,NATRUM IODATUM
NATRUM LAC,NATRUM LACTICUM
NATRUM MUR,NATRUM MURIATICUM
NATRUM NIT IC,NATRUM NITRICUM
NATRUM NIT IC..,NATRUM NITRICUM
NATRUM OXA,NATRUM OXALICUM
NATRUM PHOS,NATRUM PHOSPHORICUM
NATRUM SAL,NATRUM SALICYLICUM
NATRUM SIL,NATRUM SILICATUM
NATRUM SIL FLU,NATRUM SILICO FLUORICUM
NATRUM SUL IC,NATRUM SULPHURICUM
NEGUNDIUM AME,NEGUNDIUM AMERICANA
NICCOLUM CARB,NICCOLUM CARBONICUM
NICCOLUM MET,NICCOLUM METALLICUM
NICCOLUM SUL,NICCOLUM SULPHURICUM
NICOTINUM,NICOTINUM
NITROBENZOLUM,NITROBENZOLUM
NUPHAR LUT,NUPHAR LUTEA
NUX MOS,NUX MOSCHATA
NUX VOM,NUX VOMICA
NYCTANTHES ARB,NYCTANTHES ARBORTRISTIS
NYMPHAEA ODO,NYMPHAEA ODORATA
OCIMUM CAN,OCIMUM CANUM
OCIMUM GRA,OCIMUM GRATISSIMUM
OCIMUM SAN,OCIMUM SANCTUM
OENANTHE CRO,OENANTHE CROCATA
OENOTHERA BIE,OENOTHERA BIENNIS
OKOUBAKA,OKOUBAKA
OLEA EUR,OLEA EUROPAEA
OLEANDER,OLEANDER
OLEUM ANI,OLEUM ANIMALE
OLEUM CAJ,OLEUM CAJUPUTI
OLEUM CRO,OLEUM CROTONIS
OLEUM GAU,OLEUM GAULTHERIAE
OLEUM JEC(MORR),OLEUM JECORIS(MORRHUAE)
OLEUM RIC,OLEUM RICINI
OLEUM SAN,OLEUM SANTALI
OLIBANUM,OLIBANUM
ONONIS SPI,ONONIS SPINOSA
ONOSMODIUM VIR,ONOSMODIUM VIRGINIANUM
OPIUM,OPIUM
OPUNTIA,OPUNTIA
ORIGANUM VUL,ORIGANUM VULGARE
ORNITHOGALUM UMB,ORNITHOGALUM UMBELLATUM
OSMIUM MET,OSMIUM METALLICUM
OXALIS ACE,OXALIS ACETOSELLA
OXYTROPIS LAM,OXYTROPIS LAMBERTI
PAEONIA OFF,PAEONIA OFFICINALIS
PALLADIUM,PALLADIUM
PANCREATINUM,PANCREATINUM
PAPAVER RHO,PAPAVER RHOEAS
PAPAVERINUM HYD,PAPAVERINUM HYDROCHLORICUM
PAREIRA BRA,PAREIRA BRAVA
PARIETARIA,PARIETARIA OFFICINALIS
PARIS QUA,PARIS QUADRIFOLIA
PARTHENIUM,PARTHENIUM
PASSIFLORA INC,PASSIFLORA INCARNATA
PASTINACA SAT,PASTINACA SATIVA
PENICILLINUM,PENICILLINUM
PENTHORUM SED,PENTHORUM SEDOIDES
PEPSINUM,PEPSINUM
PEPTONUM,PEPTONUM
PERILLA FRU,PERILLA FRUTESCENS
PERSEA AME,PERSEA AMERICANA
PERTUSSINUM,PERTUSSINUM
PETROLEUM,PETROLEUM
PHASEOLUS NAN,PHASEOLUS NANUS
PHELLANDRIUM AQ,PHELLANDRIUM AQUATICUM
PHENOLPHTHALEINM,PHENOLPHTHALEINM
PHOSPHORUS,PHOSPHORUS
PHOSPHORUS AMO,PHOSPHORUS AMORPHUS
PHYSALIC ALK,PHYSALIC ALKEKENGI
PHYSOSTIGMINUM P,PHYSOSTIGMINUM PURUM
PHYTOLACCA,PHYTOLACCA
PHYTOLACCA BER,PHYTOLACCA BERRY
PICHI PIC,PICHI PICHI
PIMPINELLA ANI,PIMPINELLA ANISUM
PIMPINELLA SAX,PIMPINELLA SAXIFRAGA
PINUS LAM,PINUS LAMBERTIANA
PINUS SYL,PINUS SYLVESTRIS
PIPER MET,PIPER METHYSTICUM
PIPER NIG,PIPER NIGRUM
PIPERAZINUM,PIPERAZINUM
PIX LIQ,PIX LIQUIDA
PLANTAGO MAJ,PLANTAGO MAJOR
PLATINUM MET,PLATINUM METALLICUM
PLATANUS,PLATANUS 
PLECTRANTHUS FRU,PLECTRANTHUS FRUTICOSUS
PLUMBUM ACE,PLUMBUM ACETICUM
PLUMBUM CARB,PLUMBUM CARBONICUM
PLUMBUM CHR,PLUMBUM CHROMICUM
PLUMBUM IOD,PLUMBUM IODATUM
PLUMBUM MET,PLUMBUM METALLICUM
PODOPHYLLINUM,PODOPHYLLINUM
PODOPHYLLUM PEL,PODOPHYLLUM PELTATUM
POLYPORUS OFF,POLYPORUS OFFICINALIS
POLYPORUS PIN,POLYPORUS PINICOLA
POPULUS CAN,POPULUS CANDICANS
POTENTILLA ANS,POTENTILLA ANSERINA
POTENTILLA ERE,POTENTILLA ERECTA
POTHOS FOE,POTHOS FOETIDUS
PREDNISOLONUM,PREDNISOLONUM
PRIMULA OBC,PRIMULA OBCONICA
PRIMULA VER,PRIMULA VERIS
PROTEUS VUL,PROTEUS VULGARIS
PRUNUS SPI,PRUNUS SPINOSA
PSORINUM,PSORINUM
PTELEA TRI,PTELEA TRIFOLIA
PULEX IRR,PULEX IRRITANS
PULMONARIA VUL,PULMONARIA VULGARIS
PULSATILLA,PULSATILLA NIGRICANS
PYRITES,PYRITES
QUARZ,QUARZ
QUASSIA,QUASSIA
QUERCUS E GLA,QUERCUS E GLANDIBUS
QUERCUS ROB,QUERCUS ROBUR
QUILLAYA SAP,QUILLAYA SAPONARIA
RANUNCULUS ACR,RANUNCULUS ACRIS
RANUNCULUS BUL,RANUNCULUS BULBOSUS
RANUNCULUS FIC,RANUNCULUS FICARIA
RANUNCULUS REP,RANUNCULUS REPENA
RANUNCULUS SCE,RANUNCULUS SCELERATUS
RATANHIA,RATANHIA
RAUVOLFIA SER,RAUVOLFIA SERPENTINA
ROSMARINUS OFF,ROSMARINUS OFFICINALIS
RHAMNUS CAL,RHAMNUS CALIFORNICA
RHAMNUS FRA,RHAMNUS FRANGULA
RHEUM,RHEUM
RHODODENDRON CHR,RHODODENDRON CHRYSANTHUM
RHUS ARO,RHUS AROMATICA
RHUS GLA,RHUS GLABRA
RHUS RAD,RHUS RADICANS
RHUS TOX,RHUS TOXICODENDRON
RHUS VEN,RHUS VENENATA
RICINUS COM,RICINUS COMMUNIS
ROBINIA PSE,ROBINIA PSEUDACACIA
ROSA CAN,ROSA CANINA
ROSA DAM,ROSA DAMASCENA
RUBIA TIN,RUBIA TINCTORUM
RUBIDIUM MUR,RUBIDIUM MURIATCUM(RUBIDIUM CHLORATUM)
RUMEX ACE,RUMEX ACETOSA
RUMEX CRI,RUMEX CRISPUS
RUMEX OBT,RUMEX OBTUSIFOLIUS
RUTA GRA,RUTA GRAVEOLENS
SABAL SER,SABAL SERRULATA
SABINA,SABINA
SACCHARUM OFF,SACCHARUM OFFICINALE
SACCHARINUM,SACCHARINUM
SAL CAR,SAL CAROLINUM
SALIX ALB,SALIX ALBA
SALIX NIG,SALIX NIGRA
SALIX PUR,SALIX PURPUREA
SALOLUM,SALOLUM
SALVIA OFF,SALVIA OFFICINALIS
SAMBUCUS CAN,SAMBUCUS CANADENSIS
SAMBUCUS NIG,SAMBUCUS NIGRA
SANGUINARIA CAN,SANGUINARIA CANADENSIS
SANGUINARINUM NIT,SANGUINARINUM NITRICUM
SANTALUM ALB,SANTALUM ALBUM
SAPONARIA OFF,SAPONARIA OFFICINALIS
SAPONINUM,SAPONINUM
SARRACENIA PUR,SARRACENIA PURPUREA
SARSAPARILLA,SARSAPARILLA
SASSAFRAS,SASSAFRAS
SAXIFRAGA,SAXIFRAGA
SCAMMONIUM,SCAMMONIUM
SCARLATINUM,SCARLATINUM
SQUILLA(SCILLA),SQUILLA(SCILLA)
SCOPOLAMINUM HY,SCOPOLAMINUM HYDROBROMICUM
SCROPHULARIA NOD,SCROPHULARIA NODOSA
SCUTELLARIA,SCUTELLARIA
SECALE CER,SECALE CEREALE
SECALE COR,SECALE CORNUTUM
SEDUM ACR,SEDUM ACRE
SEMPERVIVUM TEC,SEMPERVIVUM TECTORUM
SENECIO AURE,SENECIO AUREUS
SENECIO JAC,SENECIO JACOBAEA
SENEGA,SENEGA
SENNA,SENNA
SEPIA,SEPIA
SERUM ANG,SERUM ANGUILLAE
SILICEA,SILICEA
SILICA MAR,SILICA MARINA
SILPHIUM LAC,SILPHIUM LACINIATUM
SINAPIS ALB,SINAPIS ALBA
SINAPIS NIG,SINAPIS NIGRA
SOLANUM NIG,SOLANUM NIGRUM
SOLANUM TUB,SOLANUM TUBEROSUM AEGROTANS
SOLANUM XAN,SOLANUM XANTHOCARPUM
SOLIDAGO VIR,SOLIDAGO VIRGAUREA
SPARTEINUM SUL,SPARTEINUM SULPHURICUM
SPIGELIA,SPIGELIA
SPIGELIA MAR,SPIGELIA MARILANDICA
SPILANTHES OLE,SPILANTHES OLERACEA
SPINACEA OLE,SPINACEA OLERACEA
SPIRANTHES AUT,SPIRANTHES AUTUMNALIS
SPIRITUS AET NIT,SPIRITUS AETHERIS NITROSI(DULCIS)
SPONGIA TOS,SPONGIA TOSTA
STACHYS OFF,STACHYS OFFICINALIS
STANNUM IOD,STANNUM IODATUM
STANNUM MET,STANNUM METALLICUM
STANNUM SUL,STANNUM SULPHURATUM
STAPHYLOCOCCINUM,STAPHYLOCOCCINUM
STELLARIA MED,STELLARIA MEDIA
STERCULIA ACC,STERCULIA ACCUMINATA
STIBIUM MET,STIBIUM METALLICUM
STICTA PUL,STICTA PULMONARIA
STIGMATA MAY,STIGMATA MAYDIS
STILLINGIA SIL,STILLINGIA SILVATICA
STRAMONIUM,STRAMONIUM
STRONTIUM BRO,STRONTIUM BROMATUM
STRONTIUM CARB,STRONTIUM CARBONICUM
STRONTIUM IOD,STRONTIUM IODATUM
STROPHANTHUS HIS,STROPHANTHUS HISPIDUS
STROPHANTHUS KOM,STROPHANTHUS KOMBE
STRYCHNINUM NIT,STRYCHNINUM NITRICUM
STRYCHNINUM PHOS,STRYCHNINUM PHOSPHORICUM
STRYCHNINUM PUR,STRYCHNINUM(PURUM)
STRYCHNINUM SUL,STRYCHNINUM SULPHURICUM
STRYCHNINUM VAL,STRYCHNINUM VALERIANICUM
SUCCINUM,SUCCINUM
SULPHUR,SULPHUR
SULPHUR IOD,SULPHUR IODATUM
SUMBULUS MOS,SUMBULUS MOSCHATUS
SWERTIA CHI,SWERTIA CHIRATA
SYMPHORICARPUS R,SYMPHORICARPUS RACEMOSUS
SYMPHYTUM OFF,SYMPHYTUM OFFICINALE
SYPHILINUM,SYPHILINUM
SYZYGIUM JAM,SYZYGIUM JAMBOLANUM
TABACUM,TABACUM
TAMUS COM,TAMUS COMMUNIS
TANACETUM VUL,TANACETUM VULGARE
TARAXACUM,TARAXACUM
TARENTULA CUB,TARENTULA CUBENSIS
TARENTULA HIS,TARENTULA HISPANICA
TARTARUS CRU,TARTARUS CRUDUS
TARTARUS DEP,TARTARUS DEPURATUS
TAXUS BAC,TAXUS BACCATA
TERMINALIA ARJ,TERMINALIA ARJUNA
TERMINALIA CHE,TERMINALIA CHEBULA
TESTA OVO,TESTA OVO
TEUCRIUM SCO,TEUCRIUM SCORODONIA
THALLIUM SUL,THALLIUM SULPHURICUM
THEA CHI,THEA CHINENSIS
THIOSINAMINUM,THIOSINAMINUM
THLASPI BUR PAS,THLASPI BURSA PASTORIS
THUJA OCC,THUJA OCCIDENTALIS
THYMOLUM,THYMOLUM
THYMUS SER,THYMUS SERPYLLUM
THYMUS VUL,THYMUS VULGARIS
THYROIDINUM,THYROIDINUM
TILIA EUR,TILIA EUROPAEA
TINOSPORA COR,TINOSPORA CORDIFOLIA
TITANIUM MET,TITANIUM 
TONGO,TONGO
TRADESCANTIA DIU,TRADESCANTIA DIURETICA
TRIBULUS TER,TRIBULUS TERRESTRIS
TRICHOSANTHES DI,TRICHOSANTHES DIOICA
TRIFOLIUM PRA,TRIFOLIUM PRATENSE
TRIFOLIUM REP,TRIFOLIUM REPENS
TRILLIUM PEN,TRILLIUM PENDULUM
TRIOSTEUM PER,TRIOSTEUM PERFOLIATUM
TRITICUM REP,TRITICUM REPENS
TROPAEOLUM MAJ,TROPAEOLUM MAJUS
TUBERCULINUM BOV,TUBERCULINUM(BOVINUM)
TUBERCULINUM GT,TUBERCULINUM GT
TUSSILAGO FAR,TUSSILAGO FARFARA
TUSSILAGO PET,TUSSILAGO PETASITES
TYLOPHORA IND,TYLOPHORA INDICA
UPAS TIE,UPAS TIEUTI
URANIUM NIT,URANIUM NITRICUM
UREA PUR,UREA PUR
URTICA DIO,URTICA DIOICA
URTICA URE,URTICA URENS
USNEA BAR,USNEA BARBATA
USTILAGO MAY,USTILAGO MAYDIS
UVA URS,UVA URS
VACCININUM,VACCININUM
VACCINIUM MYR,VACCINIUM MYRTILLUS
VACCINOTOXINUM,VACCINOTOXINUM
VANADIUM MET,VANADIUM METALLICUM
VARIOLINUM,VARIOLINUM
VERATRUM ALB,VERATRUM ALBUM
VERATRUM VIR,VERATRUM VIRIDE
VERBASCUM THA,VERBASCUM THAPSUS
VERBENA OFF,VERBENA OFFICINALIS
VERBENA HAS,VERBENA HASTATA
VERNONIA ANT,VERNONIA ANTHELMINTICA
VERONICA BEC,VERONICA BECCABUNGA
VERONICA OFF,VERONICA OFFICINALIS
VIBURNUM OPU,VIBURNUM OPULUS
VIBURNUM PRU,VIBURNUM PRUNIFOLIUM
VINCA MIN,VINCA MINOR
VINCETOXICUM HIR,VINCETOXICUM HIRUDINARIA
VIOLA ODO,VIOLA ODORATA
VIOLA TRI,VIOLA TRICOLOR
VISCUM ALB,VISCUM ALBUM
VITIS VIN,VITIS VINIFERA
WITHANIA SOM,WITHANIA SOMNIFERA(ASHVAGANDHA)
WYETHIA HEL,WYETHIA HELENIODES
XANTHOXYLUM FRA,XANTHOXYLUM FRAXINEUM
XEROPHYLLUM,XEROPHYLLUM
YOHIMBINUM,YOHIMBINUM
YOHIMBINUM..,YOHIMBINUM
YUCCA FIL,YUCCA FILAMENTOSA
ZINCUM ACE,ZINCUM ACETICUM
ZINCUM ARS,ZINCUM ARSENICOSUM
ZINCUM BRO,ZINCUM BROMATUM
ZINCUM CARB,ZINCUM CARBONICUM
ZINCUM CYA,ZINCUM CYANATUM
ZINCUM IOD,ZINCUM IODATUM
ZINCUM MET,ZINCUM METALLICUM
ZINCUM MUR,ZINCUM MURIATICUM
ZINCUM OXY,ZINCUM OXYDATUM
ZINCUM PIC,ZINCUM PICRINICUM
ZINCUM SUL,ZINCUM SULPHURICUM
ZINCUM SAL,ZINCUM SALICYLICUM
ZINCUM VAL,ZINCUM VALERIANICUM
ZINGIBER OFF,ZINGIBER OFFICINALE
ABIES NIG,ABIES NIGRA
ABROMA AUG,ABROMA AUGUSTA
ACIDUM BEN,ACIDUM BENZOICUM
ACIDUM CARB,ACIDUM CARBOLICUM
ACIDUM FOR,ACIDUM FORMICUM
ACIDUM NIT,ACIDUM NITRICUM
ACIDUM PHOS,ACIDUM PHOSPHORICUM
AEGLE FOL,AEGLE FOLIA
AGARICUS CAM,AGARICUS CAMPESTRIS
AGARICUS MUS,AGARICUS MUSCARIUS
APIS MEL,APIS MELLIFICA
AMBRA GRI,AMBRA GRISEA
AMMONIUM CARB,AMMONIUM CARBONICUM
ARGENTUM MET,ARGENTUM METALLICUM
ARUNDO DON,ARUNDO DONAX
ASCLEPIAS SYR,ASCLEPIAS SYRIACA
ASTERIAS RUB,ASTERIAS RUBENS
AURUM SUL,AURUM SULPHURATUM
BARYTA CARB,BARYTA CARBONICA
BISMUTHUM NIT,BISMUTHUM NITRICUM
BRANCA URS,BRANCA URSINA
CALADIUM SEG,CALADIUM SEGUINUM
CALCAREA PIC,CALCAREA PICRATA
CALOTROPIS GIG,CALOTROPIS GIGANTEA
CEANOTHUS AME,CEANOTHUS AMERICANUS
CEDRON,CEDRON
CHENOPODIUM ANT,CHENOPODIUM ANTHELMINTICUM
CHLORALUM,CHLORALUM
CIMICIFUGA RAC,CIMICIFUGA RACEMOSA
CINA,CINA
CROCUS SAT,CROCUS SATIVUS
CROTALUS HOR,CROTALUS HORRIDUS
DIGITALIS PUR,DIGITALIS PURPUREA
EUCALYPTUS GLO,EUCALYPTUS GLOBULUS
EUPATORIUM PUR..,EUPATORIUM PURPUREUM
EUPHORBIUM,EUPHORBIUM
EUPHRASIA OFF,EUPHRASIA OFFICINALIS
FERRUM MET,FERRUM METALLICUM
FERRUM PIC,FERRUM PICRICUM
FRAGARIA VES,FRAGARIA VESCA
HOMARUS,HOMARUS
HURA BRA,HURA BRASILIENSIS
HYOSCYAMUS NIG,HYOSCYAMUS NIGER
HYPERICUM PER,HYPERICUM PERFORATUM
INSULINUM,INSULINUM
KALI HY PHOS,KALI HYPOPHOSPHOROSUM
KALI IOD,KALI IODATUM
LATHYRUS SAT,LATHYRUS SATIVUS
LATRODECTUS MAC,LATRODECTUS MACTANS
LAUROCERASUS,LAUROCERASUS
LAVANDULA ANG,LAVANDULA ANGUSTIFOLIA
MAGNESIA MUR,MAGNESIA MURIATICA
MANCINELLA,MANCINELLA
MEPHITIS,MEPHITIS MEPHITICA
CAUSTICUM..,CAUSTICUM
ALLIUM CEPA,ALLIUM CEPA
PYROGENIUM,PYROGENIUM
ACIDUM OXA,ACIDUM OXALICUM
NATRUM CARB,NATRUM CARBONICUM
ACONITUM NAP,ACONITUM NAPELLUS
STAPHYSAGRIA,STAPHYSAGRIA
TEREBINTHINAE OL,TEREBINTHINAE OLEUM
PETROSELINUM SAT,PETROSELINUM SATIVUM(P.CRISPUM)
PHYSALIS ALK,PHYSALIS ALKEKENGI
PILOCARPINUM MUR,PILOCARPINUM MURIATICUM
PLATINUM MUR,PLATINUM MURIATICUM
POPULUS TRE,POPULUS TREMULOIDES
PSORALEA COR,PSORALEA CORYLIFOLIA
RAPHANUS SAT,RAPHANUS SATIVUS
RESERPINE,RESERPINE
RESORCINUM,RESORCINUM
SABADILLA,SABADILLA
SANGUINARINUM,SANGUINARINUM
SANTONINUM,SANTONINUM
SELENIUM,SELENIUM
SPARTIUM SCO,SPARTIUM SCOPARIUM(CYTISUS)
SPONGIA PUL,SPONGIA PULVIS
STREPTOCOCCINUM,STREPTOCOCCINUM
TELLURIUM,TELLURIUM
TEUCRIUM MAR VER,TEUCRIUM MARUM VERUM
THALLIUM,THALLIUM
THERIDION,THERIDION
VALERIANA OFF,VALERIANA OFFICINALIS
VESPA CRAB,VESPA CRABRO
AURUM MET,AURUM METALLICUM
BORAX,BORAX
IPECACUANHA,IPECACUANHA
LYCOPODIUM CLA,LYCOPODIUM CLAVATUM
ACONITUM NAP..,ACONITUM NAPELLUS
ARGENTUM NIT..,ARGENTUM NITRICUM
APIS MEL..,APIS MELLIFICA
BERBERIS VUL..,BERBERIS VULGARIS
BLATTA ORI..,BLATTA ORIENTALIS
CANTHARIS..,CANTHARIS
CHAMOMILLA..,CHAMOMILLA
CHININUM ARS CI..,CHININUM ARSENICICSUM
CHOLESTERINUM..,CHOLESTERINUM
CHINA OFF..,CINHONA OFFICINALIS(CHINA)
COCCULUS IND..,COCCULUS INDICUS
GLONOINUM..,GLONOINUM
HYOSCYAMUS NIG..,HYOSCYAMUS NIGER
IRIS VER..,IRIS VERSICOLOR
KALI MUR..,KALI MURIATICUM
NATRUM PHOS..,NATRUM PHOSPHORICUM
PODOPHYLLUM PEL..,PODOPHYLLUM PELTATUM
PSORINUM..,PSORINUM
PULSATILLA NIG..,PULSATILLA NIGRICANS
STAPHYSAGRIA..,STAPHYSAGRIA
VERATRUM ALB..,VERATRUM ALBUM
ABIES CAN..,ABIES CANADENSIS
ABIES NIG..,ABIES NIGRA
ABROMA AUG..,ABROMA AUGUSTA
ABROTANUM..,ABROTANUM
ACIDUM CARB..,ACIDUM CARBOLICUM
ACIDUM HYDR FL..,ACIDUM HYDROFLUORICUM
ACIDUM LAC..,ACIDUM LACTICUM
ACIDUM MUR..,ACIDUM MURIATICUM
ACIDUM NIT..,ACIDUM NITRICUM
ACIDUM PHOS..,ACIDUM PHOSPHORICUM
ACIDUM PIC..,ACIDUM PICRICUM
ACIDUM SUL..,ACIDUM SULPHURICUM
ACTAEA SPI..,ACTAEA SPICATA
AEGLE FOL..,AEGLE FOLIA
AETHUSA CYN..,AETHUSA CYNAPIUM
AGARICUS MUS..,AGARICUS MUSCARIUS
AGNUS CAS..,AGNUS CASTUS
AGRAPHIS NUT..,AGRAPHIS NUTANS
ALFALFA..,ALFALFA
ALLIUM CEPA..,ALLIUM CEPA
ALLIUM SAT..,ALLIUM SATIUM
ALOE SOC..,ALOE SOCOTRINA
ALSTONIA SCH..,ALSTONIA SCHOLARIS
ALUMEN..,ALUMEN
ALUMINA..,ALUMINA
AMBRA GRI..,AMBRA GRISEA
AMBROSIA ART..,AMBROSIA ARTEMISIAEFOLIA
AMMONIUM CARB..,AMMONIUM CARBONICUM
AMMONIUM MUR..,AMMONIUM MURIATICUM
ANACARDIUM ORI..,ANACARDIUM ORIENTALE
ANAGALLIS ARV..,ANAGALLIS ARVENSIS
ANGUSTURA..,ANGUSTURA VERA
ANTHRACINUM..,ANTHRACINUM
ANTIMONIUM CRU..,ANTIMONIUM CRUDUM
ANTIMONIUM TART..,ANTIMONIUM TARTARICUM
APOCYNUM CAN..,APOCYNUM CANNABINUM
ARALIA RAC..,ARALIA RACEMOSA
ARANEA DIA..,ARANEA DIADEMA
ARGENTUM MET..,ARGENTUM METALLICUM
ARSENICUM SUL RU.,ARSENICUM SULPHURATUM RUBRUM
ARNICA MONT..,ARNICA MONTANA
ARSENICUM IOD..,ARSENICUM IODATUM
ARSENICUM SUL FL.,ARSENICUM SULPHURATUM FLAVUM
ARTEMISIA VUL..,ARTEMISIA VULGARIS
ARUM TRI..,ARUM TRIPHYLLUM
ASAFOETIDA..,ASAFOETIDA
ASTACUS FLU..,ASTACUS FLUVIATILIS
ASTERIAS RUB..,ASTERIAS RUBENS
AURUM MET..,AURUM METALLICUM
AURUM MUR..,AURUM MURIATICUM
AVENA SAT..,AVENA SATIVA
BACILLINUM..,BACILLINUM
BADIAGA..,BADIAGA
BAPTISIA TIN..,BAPTISIA TINCTORIA
BARYTA MUR..,BARYTA MURIATICA
BELLADONNA..,BELLADONNA
BELLIS PER..,BELLIS PERENNIS
BENZENUM..,BENZENUM
BERBERIS AQ..,BERBERIS AQUIFOLIUM
BISMUTHUM MET..,BISMUTHUM METALLICUM
BORAX..,BORAX
BOVISTA..,BOVISTA
BROMIUM..,BROMIUM
BRYONIA ALB..,BRYONIA ALBA
BUFO RANA..,BUFO RANA
CACTUS GRA..,CACTUS GRANDIFLORUS
CADMIUM SUL RI..,CADMIUM SULPHURATUM
CALADIUM SEG..,CALADIUM SEGUINUM
CALCAREA ARS CI..,CALCAREA ARSENICICA
CALCAREA CARB..,CALCAREA CARBONICA
CALCAREA FLU..,CALCAREA FLUORICA
CALCAREA IOD..,CALCAREA IODATA
CALCAREA SUL..,CALCAREA SULPHURICA
CAMPHORA..,CAMPHORA
CANNABIS IND..,CANNABIS INDICA
CAPSICUM ANN..,CAPSICUM ANNUUM
CARBO ANI..,CARBO ANIMALIS
CARBO VEG..,CARBO VEGETABILIS
CARCINOSIN..,CARCINOSIN
CAULOPHYLLUM TH..,CAULOPHYLLUM THALICTRODES
CEANOTHUS AME..,CEANOTHUS AMERICANUS
CEDRON..,CEDRON
CHELIDONIUM MAJ..,CHELIDONIUM MAJUS
CHELONE GLA..,CHELONE GLABRA
CHIMAPHILA UMB..,CHIMAPHILA UMBELLATA
CHININUM SUL..,CHININUM SULPHURICUM
CHIONANTHUS VIR..,CHIONANTHUS VIRGINICA
CHLORALUM..,CHLORALUM
CHRYSAROBINUM..,CHRYSAROBINUM
CIMICIFUGA RAC..,CIMICIFUGA RACEMOSA
CINA..,CINA
CINERARIA MAR..,CINERARIA MARITIMA
CISTUS CAN..,CISTUS CANADENSIS
COCA..,COCA
COCCUS CAC..,COCCUS CACTI
CLEMATIS ERE..,CLEMATIS ERECTA
COFFEA CRU..,COFFEA CRUDA
COFFEA TOS..,COFFEA TOSTA
COLCHICUM AUT..,COLCHICUM AUTUMNALE
COLLINSONIA CAN..,COLLINSONIA CANADENSIS
COLOCYNTHIS..,COLOCYNTHIS
CONDURANGO..,CONDURANGO
